,gid,행정동,geometry,coordinates,centroid,인구수,고령인구수,id,장애인복지시설수,경로당수,BF인증시설수,무장애산책로,전동휠체어충전소,장애인_실내문화공간,장애인_실외문화공간,주차장수
69,�쇰씪52b98b,집현면,"MULTIPOLYGON (((128.077306541974 35.28060894314435, 128.0773385425367 35.28511722355302, 128.0828367525343 35.28509085672771, 128.0828044472601 35.28058258069242, 128.077306541974 35.28060894314435)))","[[128.07730654197397, 35.28060894314435], [128.07733854253667, 35.28511722355302], [128.08283675253426, 35.285090856727706], [128.08280444726014, 35.280582580692425], [128.07730654197397, 35.28060894314435]]",POINT (128.0800715709288 35.28284992185356),6.0,0.0,69,0,0,0,0,0,0,0,0
70,�쇰씪51b91a,집현면,"MULTIPOLYGON (((128.0658406786412 35.21303617624694, 128.0658719653909 35.21754451612131, 128.0713656259121 35.21751871337779, 128.071334035461 35.21301037778692, 128.0658406786412 35.21303617624694)))","[[128.06584067864117, 35.21303617624694], [128.0658719653909, 35.21754451612131], [128.0713656259121, 35.21751871337779], [128.071334035461, 35.21301037778692], [128.06584067864117, 35.21303617624694]]",POINT (128.068603076206 35.21527746665576),43.0,19.0,70,0,1,0,0,0,0,0,0
72,�쇰쭏58b01a,미천면,"MULTIPOLYGON (((128.1434592812868 35.30281719626042, 128.1434949778891 35.30732540446102, 128.1489946218012 35.30729601472533, 128.148958620169 35.30278781139809, 128.1434592812868 35.30281719626042)))","[[128.1434592812868, 35.30281719626042], [128.1434949778891, 35.30732540446102], [128.14899462180117, 35.30729601472533], [128.148958620169, 35.30278781139809], [128.1434592812868, 35.30281719626042]]",POINT (128.1462268751226 35.30505662755208),0.0,,72,0,0,0,0,0,0,0,0
73,�쇰씪49b86a,판문동,"MULTIPOLYGON (((128.0435668302723 35.16805312566519, 128.0435968354974 35.17256151611321, 128.0490874893651 35.1725367516035, 128.0490571811062 35.16802836526899, 128.0435668302723 35.16805312566519)))","[[128.04356683027234, 35.16805312566519], [128.04359683549737, 35.17256151611321], [128.04908748936506, 35.172536751603495], [128.0490571811062, 35.16802836526899], [128.04356683027234, 35.16805312566519]]",POINT (128.0463270839202 35.17029496040095),691.0,183.0,73,0,1,0,0,0,0,0,0
74,�쇰씪55b89a,하대동,"MULTIPOLYGON (((128.1096525426059 35.19478955862938, 128.109686228988 35.19929787664345, 128.1151786171454 35.19927009825687, 128.1151446273444 35.1947617848553, 128.1096525426059 35.19478955862938)))","[[128.1096525426059, 35.19478955862938], [128.10968622898795, 35.19929787664345], [128.1151786171454, 35.19927009825687], [128.11514462734436, 35.1947617848553], [128.1096525426059, 35.19478955862938]]",POINT (128.1124155038642 35.1970298503546),3357.0000000000005,550.0,74,0,3,0,0,0,0,0,0
75,�쇰씪44b94a,명석면,"MULTIPOLYGON (((127.9890952831789 35.24042150780483, 127.989122353999 35.24492988300758, 127.9946179294047 35.24490754785715, 127.9945905544581 35.24039917636099, 127.9890952831789 35.24042150780483)))","[[127.98909528317891, 35.240421507804825], [127.98912235399898, 35.24492988300758], [127.99461792940465, 35.24490754785715], [127.99459055445814, 35.24039917636099], [127.98909528317891, 35.240421507804825]]",POINT (127.9918565301348 35.24266454955146),82.0,39.99999999999999,75,0,1,0,0,0,0,0,0
76,�쇰씪44b96a,명석면,"MULTIPOLYGON (((127.9892036025366 35.25845498831529, 127.9892306974127 35.26296334998371, 127.9947274899996 35.2629410000028, 127.9947000907269 35.25843264204262, 127.9892036025366 35.25845498831529)))","[[127.98920360253662, 35.25845498831529], [127.98923069741274, 35.26296334998371], [127.99472748999963, 35.2629410000028], [127.99470009072687, 35.25843264204262], [127.98920360253662, 35.25845498831529]]",POINT (127.9919654700437 35.26069801589372),15.0,7.000000000000001,76,0,0,0,0,0,0,0,0
77,�쇰씪54a96b,집현면,"MULTIPOLYGON (((128.093668650542 35.26249600367133, 128.0937015360118 35.26700428440742, 128.0991985058627 35.26697718591802, 128.0991653159568 35.2624689096777, 128.093668650542 35.26249600367133)))","[[128.093668650542, 35.26249600367133], [128.09370153601176, 35.26700428440742], [128.09919850586266, 35.266977185918016], [128.0991653159568, 35.2624689096777], [128.093668650542, 35.26249600367133]]",POINT (128.0964335019415 35.26473661672885),0.0,0.0,77,0,0,0,0,0,0,0,0
78,�쇰씪52b91a,하촌동,"MULTIPOLYGON (((128.0768273852667 35.21298433010234, 128.0768592794176 35.2174926613683, 128.08235292584 35.2174663600939, 128.0823207279908 35.21295803319419, 128.0768273852667 35.21298433010234)))","[[128.07682738526668, 35.21298433010234], [128.07685927941765, 35.217492661368304], [128.08235292584, 35.2174663600939], [128.08232072799078, 35.21295803319419], [128.07682738526668, 35.21298433010234]]",POINT (128.0795900794807 35.21522536696211),61.0,22.0,78,0,1,0,0,0,0,0,0
79,�쇰씪57a85b,충무공동,"MULTIPOLYGON (((128.125886812665 35.16314726680701, 128.1259213555634 35.16765559460369, 128.1314115983896 35.16762710209001, 128.1313767525484 35.16311877902632, 128.125886812665 35.16314726680701)))","[[128.12588681266496, 35.16314726680701], [128.1259213555634, 35.167655594603694], [128.13141159838958, 35.16762710209001], [128.13137675254842, 35.16311877902632], [128.12588681266496, 35.16314726680701]]",POINT (128.1286491296304 35.16538720636583),14.000000000000002,0.0,79,0,1,0,0,0,0,0,0
81,�쇰씪60a82a,금곡면,"MULTIPOLYGON (((128.1585720368147 35.13141442229406, 128.1586083408681 35.13592274482966, 128.1640964171389 35.13589279439367, 128.1640598106237 35.13138447683523, 128.1585720368147 35.13141442229406)))","[[128.1585720368147, 35.13141442229406], [128.15860834086814, 35.135922744829664], [128.16409641713895, 35.13589279439367], [128.16405981062366, 35.13138447683523], [128.1585720368147, 35.13141442229406]]",POINT (128.1613341511914 35.13365363029782),47.0,18.0,81,0,1,0,0,0,0,0,0
82,�쇰씪55a92b,집현면,"MULTIPOLYGON (((128.1043942868648 35.22637527023502, 128.104427721757 35.23088356908064, 128.1099222432275 35.23085600777507, 128.1098885044426 35.22634771350408, 128.1043942868648 35.22637527023502)))","[[128.10439428686476, 35.22637527023502], [128.10442772175705, 35.23088356908064], [128.10992224322752, 35.230856007775074], [128.1098885044426, 35.226347713504076], [128.10439428686476, 35.22637527023502]]",POINT (128.107158188918 35.22861566093124),43.0,22.0,82,0,0,0,0,0,0,0,0
83,�쇰씪48b83a,내동면,"MULTIPOLYGON (((128.0324098507995 35.14105143765711, 128.0324392108076 35.14555985650575, 128.0379280607239 35.14553561389038, 128.0378983980825 35.14102719906997, 128.0324098507995 35.14105143765711)))","[[128.03240985079947, 35.14105143765711], [128.03243921080758, 35.14555985650575], [128.03792806072386, 35.14553561389038], [128.0378983980825, 35.14102719906997], [128.03240985079947, 35.14105143765711]]",POINT (128.0351688799659 35.14329354749846),12.0,7.000000000000001,83,0,0,0,0,0,0,0,0
86,�쇰씪73a89b,사봉면,"MULTIPOLYGON (((128.3019148821764 35.19817743122731, 128.3019591969731 35.20268555978586, 128.3074515842664 35.20264905784897, 128.3074069660505 35.19814093535095, 128.3019148821764 35.19817743122731)))","[[128.30191488217636, 35.19817743122731], [128.30195919697312, 35.202685559785856], [128.3074515842664, 35.202649057848966], [128.30740696605048, 35.19814093535095], [128.30191488217636, 35.19817743122731]]",POINT (128.3046831571608 35.20041326681305),0.0,0.0,86,0,0,0,0,0,0,0,0
87,�쇰씪49b88a,판문동,"MULTIPOLYGON (((128.0436868911609 35.18608666714962, 128.0437169230499 35.19059504405858, 128.049208789726 35.19057026309031, 128.0491784545339 35.18606189029666, 128.0436868911609 35.18608666714962)))","[[128.04368689116095, 35.186086667149624], [128.04371692304986, 35.190595044058576], [128.04920878972598, 35.19057026309031], [128.04917845453394, 35.186061890296656], [128.04368689116095, 35.186086667149624]]",POINT (128.0464477644778 35.1883284869008),14.000000000000002,0.0,87,0,0,0,0,0,0,0,0
88,�쇰쭏52a01a,미천면,"MULTIPOLYGON (((128.0719671792368 35.30317644553734, 128.0719989102971 35.30768471331834, 128.0774986519817 35.30765857471236, 128.0774666158699 35.30315031126565, 128.0719671792368 35.30317644553734)))","[[128.07196717923682, 35.30317644553734], [128.07199891029714, 35.307684713318345], [128.0774986519817, 35.307658574712356], [128.0774666158699, 35.303150311265654], [128.07196717923682, 35.30317644553734]]",POINT (128.0747328392005 35.30541753204994),0.0,0.0,88,0,0,0,0,0,0,0,0
90,�쇰씪60b80a,금곡면,"MULTIPOLYGON (((128.1639134658243 35.11335117266768, 128.1639500398385 35.11785950379925, 128.1694368985422 35.11782932493084, 128.1694000223365 35.11332099881555, 128.1639134658243 35.11335117266768)))","[[128.16391346582427, 35.11335117266768], [128.16395003983845, 35.117859503799245], [128.16943689854222, 35.11782932493084], [128.16940002233653, 35.11332099881555], [128.16391346582427, 35.11335117266768]]",POINT (128.1666751064638 35.11559027074918),12.0,0.0,90,0,0,0,0,0,0,0,0
91,�쇰씪69b87a,사봉면,"MULTIPOLYGON (((128.2632592097966 35.17588502870102, 128.2633013537825 35.18039321555843, 128.268792292052 35.18035848612941, 128.2687498449687 35.17585030503992, 128.2632592097966 35.17588502870102)))","[[128.26325920979664, 35.17588502870102], [128.2633013537825, 35.18039321555843], [128.26879229205204, 35.18035848612941], [128.26874984496874, 35.175850305039916], [128.26325920979664, 35.17588502870102]]",POINT (128.2660256749537 35.1781217796002),14.000000000000002,0.0,91,0,0,0,0,0,0,0,0
92,�쇰씪59a95b,대곡면,"MULTIPOLYGON (((128.1485631293859 35.25319735048502, 128.1485990431886 35.25770559119432, 128.1540953275188 35.25767600541333, 128.1540591094321 35.25316776961297, 128.1485631293859 35.25319735048502)))","[[128.14856312938588, 35.25319735048502], [128.14859904318863, 35.257705591194316], [128.15409532751883, 35.25767600541333], [128.15405910943207, 35.25316776961297], [128.14856312938588, 35.25319735048502]]",POINT (128.1513291522155 35.25543669997924),8.0,0.0,92,0,0,0,0,0,0,0,0
93,�쇰씪75a87b,이반성면,"MULTIPOLYGON (((128.3237011451859 35.17999750303244, 128.323746633226 35.18450562075621, 128.3292377672438 35.18446814737418, 128.3291919760626 35.17996003587361, 128.3237011451859 35.17999750303244)))","[[128.32370114518585, 35.17999750303244], [128.32374663322602, 35.184505620756205], [128.3292377672438, 35.184468147374176], [128.32919197606262, 35.17996003587361], [128.32370114518585, 35.17999750303244]]",POINT (128.3264693802179 35.18223284750484),23.0,18.0,93,0,0,0,0,0,0,0,0
94,�쇰씪70b82b,일반성면,"MULTIPOLYGON (((128.2738561459841 35.1352416017025, 128.2738988108127 35.13974980764113, 128.2793870047436 35.13971463306265, 128.2793440374267 35.13520643296889, 128.2738561459841 35.1352416017025)))","[[128.27385614598407, 35.135241601702496], [128.2738988108127, 35.13974980764113], [128.2793870047436, 35.13971463306265], [128.2793440374267, 35.13520643296889], [128.27385614598407, 35.135241601702496]]",POINT (128.2766214995422 35.13747813955569),7.000000000000001,0.0,94,0,0,0,0,0,0,0,0
96,�쇰씪44a84b,금곡면,"MULTIPOLYGON (((127.9830925664403 35.15478374877016, 127.9831192204367 35.15929219187728, 127.988609034959 35.15927017582626, 127.9885820781152 35.15476173637677, 127.9830925664403 35.15478374877016)))","[[127.98309256644032, 35.154783748770164], [127.98311922043673, 35.159292191877284], [127.98860903495896, 35.15927017582626], [127.98858207811516, 35.15476173637677], [127.98309256644032, 35.154783748770164]]",POINT (127.9858507248632 35.15702698394099),0.0,0.0,96,0,0,0,0,0,0,0,0
97,�쇰씪59b88a,금산면,"MULTIPOLYGON (((128.1535168021096 35.18554382498663, 128.153552899761 35.19005211173286, 128.1590446189005 35.19002235052884, 128.1590082179786 35.18551406872491, 128.1535168021096 35.18554382498663)))","[[128.15351680210955, 35.18554382498663], [128.15355289976102, 35.19005211173286], [128.15904461890054, 35.19002235052884], [128.15900821797857, 35.18551406872491], [128.15351680210955, 35.18554382498663]]",POINT (128.1562806345194 35.18778310974435),34.0,15.0,97,0,0,0,0,0,0,0,0
98,�쇰씪66b84a,진성면,"MULTIPOLYGON (((128.2300734404209 35.14903874971048, 128.2301137120886 35.15354699071867, 128.2356028878552 35.15351378777858, 128.2355623134816 35.14900555228672, 128.2300734404209 35.14903874971048)))","[[128.23007344042094, 35.149038749710485], [128.23011371208855, 35.15354699071867], [128.23560288785524, 35.15351378777858], [128.23556231348155, 35.149005552286724], [128.23007344042094, 35.149038749710485]]",POINT (128.2328380882735 35.15127629084632),0.0,0.0,98,0,0,0,0,0,0,0,0
100,�쇰씪69b83b,일반성면,"MULTIPOLYGON (((128.2629644637797 35.14432762534151, 128.263006542309 35.14883583603694, 128.268495360309 35.14880114697023, 128.268452979153 35.14429294203833, 128.2629644637797 35.14432762534151)))","[[128.26296446377972, 35.14432762534151], [128.263006542309, 35.148835836036945], [128.26849536030898, 35.14880114697023], [128.26845297915295, 35.14429294203833], [128.26296446377972, 35.14432762534151]]",POINT (128.265729836191 35.14656440831565),41.0,25.0,100,0,1,0,0,0,0,0,0
101,�쇰씪60a92b,금산면,"MULTIPOLYGON (((128.1593361174489 35.22608848270332, 128.1593725911908 35.2305967339401, 128.1648670346974 35.2305666788589, 128.1648302570801 35.22605843261064, 128.1593361174489 35.22608848270332)))","[[128.15933611744893, 35.22608848270332], [128.15937259119085, 35.2305967339401], [128.16486703469735, 35.2305666788589], [128.1648302570801, 35.226058432610635], [128.15933611744893, 35.22608848270332]]",POINT (128.1621014999353 35.22832760281026),120.0,60.0,101,0,1,0,0,0,0,0,0
102,�쇰씪46a93a,명석면,"MULTIPOLYGON (((128.0055251309622 35.23133702694476, 128.0055531017324 35.23584539767198, 128.0110480505196 35.23582232160208, 128.0110197757621 35.23131395470487, 128.0055251309622 35.23133702694476)))","[[128.0055251309622, 35.231337026944765], [128.0055531017324, 35.23584539767198], [128.01104805051963, 35.23582232160208], [128.0110197757621, 35.23131395470487], [128.0055251309622, 35.231337026944765]]",POINT (128.0082865146144 35.23357969601772),9.999999999999998,6.0,102,0,0,0,0,0,0,0,0
105,�쇰씪56b83b,가좌동,"MULTIPOLYGON (((128.1202599813038 35.14514214196976, 128.1202941908579 35.14965048801994, 128.1257832299813 35.14962226307016, 128.1257487177517 35.14511392170959, 128.1202599813038 35.14514214196976)))","[[128.12025998130378, 35.14514214196976], [128.12029419085792, 35.149650488019944], [128.12578322998132, 35.149622263070164], [128.1257487177517, 35.145113921709594], [128.12025998130378, 35.14514214196976]]",POINT (128.1230215298137 35.14738222441272),8.0,0.0,105,0,0,0,0,0,0,0,0
106,�쇰씪59b95b,대곡면,"MULTIPOLYGON (((128.1540591094321 35.25316776961297, 128.1540953275188 35.25767600541333, 128.1595916038058 35.25764617001039, 128.1595550814368 35.2531379391604, 128.1540591094321 35.25316776961297)))","[[128.15405910943207, 35.25316776961297], [128.15409532751883, 35.25767600541333], [128.15959160380584, 35.25764617001039], [128.15955508143682, 35.253137939160396], [128.15405910943207, 35.25316776961297]]",POINT (128.1568252803811 35.25540699185205),55.0,17.0,106,0,0,0,0,0,0,0,0
108,�쇰쭏57b01b,미천면,"MULTIPOLYGON (((128.1324956663506 35.30738343369079, 128.13253076068 35.3118916481158, 128.1380307254801 35.3118627537506, 128.1379953260497 35.30735454411656, 128.1324956663506 35.30738343369079)))","[[128.13249566635065, 35.30738343369079], [128.13253076067997, 35.3118916481158], [128.1380307254801, 35.3118627537506], [128.13799532604972, 35.30735454411656], [128.13249566635065, 35.30738343369079]]",POINT (128.135263119479 35.30962311576286),0.0,0.0,108,0,0,0,0,0,0,0,0
109,�쇰씪59a83b,금곡면,"MULTIPOLYGON (((128.1477035862415 35.14499855474336, 128.147739309156 35.14950687693231, 128.153228309284 35.14947740881892, 128.1531922837025 35.14496909152613, 128.1477035862415 35.14499855474336)))","[[128.14770358624148, 35.14499855474336], [128.14773930915604, 35.149506876932314], [128.15322830928397, 35.149477408818925], [128.1531922837025, 35.14496909152613], [128.14770358624148, 35.14499855474336]]",POINT (128.150465871929 35.14723800372528),33.0,13.0,109,0,0,0,0,0,0,0,0
110,�쇰씪59a90b,금산면,"MULTIPOLYGON (((128.1482044296317 35.20811475657738, 128.1482402637748 35.21262303125009, 128.1537335083029 35.21259349453454, 128.1536973705507 35.20808522476545, 128.1482044296317 35.20811475657738)))","[[128.1482044296317, 35.20811475657738], [128.14824026377477, 35.21262303125009], [128.1537335083029, 35.21259349453454], [128.15369737055067, 35.20808522476545], [128.1482044296317, 35.20811475657738]]",POINT (128.1509688928986 35.2103541475502),24.0,9.999999999999998,110,0,0,0,0,0,0,0,0
111,�쇰씪50b99b,집현면,"MULTIPOLYGON (((128.0553764206936 35.28972848608024, 128.0554072160685 35.29423677678753, 128.0609060637251 35.29421140109634, 128.0608749634972 35.28970311459758, 128.0553764206936 35.28972848608024)))","[[128.05537642069356, 35.28972848608024], [128.0554072160685, 35.29423677678753], [128.06090606372507, 35.29421140109634], [128.06087496349718, 35.28970311459758], [128.05537642069356, 35.28972848608024]]",POINT (128.0581411658543 35.29196996547171),8.0,0.0,111,0,0,0,0,0,0,0,0
114,�쇰씪56b87a,상대동,"MULTIPOLYGON (((128.120499607788 35.17670049312078, 128.1205338705595 35.18120881543574, 128.1260250302941 35.1811805576443, 128.1259904643763 35.17667224002253, 128.120499607788 35.17670049312078)))","[[128.120499607788, 35.176700493120784], [128.1205338705595, 35.18120881543574], [128.12602503029407, 35.181180557644296], [128.12599046437626, 35.176672240022526], [128.120499607788, 35.176700493120784]]",POINT (128.1232622430948 35.17894054730029),24.0,9.0,114,2,0,0,0,1,1,0,0
