ESNTL_ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ROAD_NM_CD,FCLTY_ROAD_NM_ADDR,LNM_ADDR,ADDR_ENG_NM,ADSTRD_CD,BULD_NM,BULD_MANAGE_CD,TEL_NO,ZIP_NO,HMPG_URL,FCLTY_LA,FCLTY_LO,ORIGIN_NM,DSPSN_TOILET_AT,ADIT_DC,UPDT_DT,REGIST_DT
KCDCOPO22N000000064,관광지,체험관광지,주남저수지,48,경상남도,48121,창원시 의창구,4812125035,월잠리,4.81215E+11,경상남도 창원시 의창구 동읍 주남로101번길 26,경상남도 창원시 의창구 동읍 월잠리 303-7 주남저수지람사르문화관,"26 Junam-ro 101beon-gil, Dong-eup, Uichang-gu, Changwon-si, Gyeongsangnam-do",4812125035,주남저수지람사르문화관,4.81213E+24,055-225-2798,51116,,35.3073296,128.6779306,공공데이터,,,20230207,20230207
KCDCOPO22N000000065,관광지,체험관광지,마금산온천,48,경상남도,48121,창원시 의창구,4812131036,신촌리,4.81213E+11,경상남도 창원시 의창구 북면 천주로 1167,경상남도 창원시 의창구 북면 신촌리 406-4,"1167 Cheonju-ro, Buk-myeon, Uichang-gu, Changwon-si, Gyeongsangnam-do",4812131036,,4.81213E+24,055-225-3641,51101,,35.3546485,128.6094168,공공데이터,,,20230207,20230207
KCDCOPO22N000000066,관광지,체험관광지,유현문화관광지,42,강원도,42730,횡성군,4273037025,유현리,4.27304E+11,강원도 횡성군 서원면 경강로유현1길 30,강원도 횡성군 서원면 유현리 1097,"30 Gyeonggang-ro yuhyeon 1-gil, Seowon-myeon, Hoengseong-gun, Gangwon-do",4273037025,,4.27304E+24,033-340-5986,25200,,37.5290321,127.8186829,공공데이터,,,20230207,20230207
KCDCOPO22N000000067,관광지,체험관광지,웰리힐리파크 관광단지,42,강원도,42730,횡성군,4273033026,두원리,4.27303E+11,강원도 횡성군 둔내면 고원로 451,강원도 횡성군 둔내면 두원리 204 웰리힐리파크,"451 Gowon-ro, Dunnae-myeon, Hoengseong-gun, Gangwon-do",4273033026,웰리힐리파크,4.27303E+24,1544-8833,25263,,37.4901261,128.2501389,공공데이터,,,20230207,20230207
KCDCOPO22N000000068,관광지,체험관광지,법기수원지,48,경상남도,48330,양산시,4833031022,법기리,4.83303E+11,경상남도 양산시 동면 법기로 198-13,경상남도 양산시 동면 법기리 332,"198-13 Beopgi-ro, Dong-myeon, Yangsan-si, Gyeongsangnam-do",4833031022,,4.83303E+24,055-392-5379,50646,,35.3482527,129.1079758,공공데이터,,,20230207,20230207
KCDCOPO22N000000069,관광지,체험관광지,양산시립박물관,48,경상남도,48330,양산시,4833010700,,4.83303E+11,경상남도 양산시 북정로 78(북정동),경상남도 양산시 북정동 678 양산시립박물관,"78 Bukjeong-ro, Yangsan-si, Gyeongsangnam-do",4833010700,양산시립박물관,4.83301E+24,055-392-3313,50577,,35.3584953,129.0490358,공공데이터,,,20230207,20230207
KCDCOPO22N000000070,관광지,체험관광지,양산타워,48,경상남도,48330,양산시,4833031026,석산리,4.83303E+11,경상남도 양산시 동면 강변로 264-1,경상남도 양산시 동면 석산리 652 주민편익시설,"264-1 Gangbyeon-ro, Dong-myeon, Yangsan-si, Gyeongsangnam-do",4833031026,주민편익시설,4.83303E+24,055-367-9026,50635,,35.3278259,129.0276012,공공데이터,,,20230207,20230207
KCDCOPO22N000000071,관광지,체험관광지,에덴밸리,48,경상남도,48330,양산시,4833011200,어곡동,4.83303E+11,경상남도 양산시 어실로 1206(어곡동),경상남도 양산시 어곡동 산350-3 에덴밸리리조트,"1206 Eosil-ro, Yangsan-si, Gyeongsangnam-do",4833011200,에덴밸리리조트,4.83301E+24,055-379-8000,50584,,35.429057,128.9844664,공공데이터,,,20230207,20230207
KCDCOPO22N000000072,관광지,체험관광지,임경대,48,경상남도,48330,양산시,4833032028,화제리,4.83303E+11,경상남도 양산시 원동면 원동로 285,경상남도 양산시 원동면 화제리 산72-4 임경대화장실,"285 Wondong-ro, Wondong-myeon, Yangsan-si, Gyeongsangnam-do",4833032028,임경대화장실,4.83303E+24,055-392-3563,50589,,35.3224346,128.9778074,공공데이터,,,20230207,20230207
KCDCOPO22N000000073,관광지,체험관광지,통도사,48,경상남도,48330,양산시,4833034022,지산리,4.83303E+11,경상남도 양산시 하북면 통도사로 108,경상남도 양산시 하북면 지산리 251-2 통도사장경각,"108 Tongdosa-ro, Habuk-myeon, Yangsan-si, Gyeongsangnam-do",4833034022,통도사장경각,4.83303E+24,055-382-7182,50501,,35.4754091,129.0563672,공공데이터,,,20230207,20230207
KCDCOPO22N000000074,관광지,체험관광지,통도환타지아,48,경상남도,48330,양산시,4833034021,순지리,4.83305E+11,경상남도 양산시 하북면 통도7길 68,경상남도 양산시 하북면 순지리 472-1 통도환타지아,"68 Tongdo 7-gil, Habuk-myeon, Yangsan-si, Gyeongsangnam-do",4833034021,통도환타지아,4.83303E+24,055-379-7000,50502,,35.4999924,129.0831299,공공데이터,,,20230207,20230207
KCDCOPO22N000000075,관광지,체험관광지,홍룡폭포(홍룡사),48,경상남도,48330,양산시,4833033022,대석리,4.83303E+11,경상남도 양산시 상북면 홍룡로 372,경상남도 양산시 상북면 대석리 1 재단법인선학원,"372 Hongnyong-ro, Sangbuk-myeon, Yangsan-si, Gyeongsangnam-do",4833033022,재단법인선학원,4.83303E+24,055-375-4177,50562,,35.3969997,129.0864895,공공데이터,,,20230207,20230207
KCDCOPO22N000000076,관광지,체험관광지,황산공원,48,경상남도,48330,양산시,4833025321,물금리,4.83305E+11,경상남도 양산시 물금읍 황산공원5길 13,경상남도 양산시 물금읍 물금리 172-2 황산공원 국민여가캠핑장,"13 Hwangsangongwon 5-gil, Mulgeum-eup, Yangsan-si, Gyeongsangnam-do",4833025321,황산공원 국민여가캠핑장,4.83303E+24,055-392-2823,50603,,35.3017308,128.9895949,공공데이터,,,20230207,20230207
KCDCOPO22N000000077,관광지,체험관광지,송도해상케이블카,26,부산광역시,26140,서구,2614012400,,2.61403E+11,부산광역시 서구 송도해변로 171(암남동),부산광역시 서구 암남동 765 송도케이블카 하부정류장,"171 Songdohaebyeon-ro, Seo-gu, Busan",2614012400,송도케이블카 하부정류장,2.61401E+24,051-240-4701,49269,,35.0766433,129.0233986,공공데이터,,,20230207,20230207
KCDCOPO22N000000078,관광지,체험관광지,송도해수욕장,26,부산광역시,26140,서구,2614012400,,2.61403E+11,부산광역시 서구 송도해변로 100(암남동),부산광역시 서구 암남동 135-5 송도해수욕장,"100 Songdohaebyeon-ro, Seo-gu, Busan",2614012400,송도해수욕장,2.61401E+24,051-240-4127,49269,,35.0768212,129.0180502,공공데이터,,,20230207,20230207
KCDCOPO22N000000079,관광지,체험관광지,암남공원,26,부산광역시,26140,서구,2614012400,,2.61403E+11,부산광역시 서구 암남공원로 185(암남동),부산광역시 서구 암남동 620-2 국립동물검역소부산지소,"185 Amnamgongwon-ro, Seo-gu, Busan",2614012400,국립동물검역소부산지소,2.61401E+24,051-240-4538,49276,,35.0616574,129.0149368,공공데이터,,,20230207,20230207
KCDCOPO22N000000080,관광지,체험관광지,구덕문화공원,26,부산광역시,26140,서구,2614010600,,2.61404E+11,부산광역시 서구 꽃마을로163번길 73(서대신동3가),부산광역시 서구 서대신동3가 산18-15 구덕문화공원,"73 Kkonmaeul-ro 163beon-gil, Seo-gu, Busan",2614010600,구덕문화공원,2.61401E+24,051-240-3521,49200,,35.1264137,129.005742,공공데이터,,,20230207,20230207
KCDCOPO22N000000081,관광지,체험관광지,송도해안산책로,26,부산광역시,26140,서구,2614012400,,2.61403E+11,부산광역시 서구 암남공원로 185(암남동),부산광역시 서구 암남동 620-2 국립동물검역소부산지소,"185 Amnamgongwon-ro, Seo-gu, Busan",2614012400,국립동물검역소부산지소,2.61401E+24,051-240-4532,49276,,35.0616574,129.0149368,공공데이터,,,20230207,20230207
KCDCOPO22N000000082,관광지,체험관광지,대신공원,26,부산광역시,26140,서구,2614010600,,2.61403E+11,부산광역시 서구 대신공원로 37-18(서대신동3가),부산광역시 서구 서대신동3가 산2-3,"37-18 Daesingongwon-ro, Seo-gu, Busan",2614010600,,2.61401E+24,051-860-7800,49200,,35.121591,129.0161785,공공데이터,,,20230207,20230207
KCDCOPO22N000000083,관광지,체험관광지,부산공동어시장,26,부산광역시,26140,서구,2614012300,,2.61402E+11,부산광역시 서구 충무대로 202(남부민동),부산광역시 서구 남부민동 691-3 부산공동어시장,"202 Chungmu-daero, Seo-gu, Busan",2614012300,부산공동어시장,2.61401E+24,051-254-8961,49255,,35.0899009,129.0263675,공공데이터,,,20230207,20230207
KCDCOPO22N000000084,관광지,체험관광지,천마산조각공원,26,부산광역시,26140,서구,2614012300,,2.61404E+11,부산광역시 서구 천마산로209번길 94(남부민동),부산광역시 서구 남부민동 1-6,"94 Cheonmasan-ro 209beon-gil, Seo-gu, Busan",2614012300,,2.61401E+24,051-240-3521,49259,,35.0890399,129.0174786,공공데이터,,,20230207,20230207
KCDCOPO22N000000085,관광지,체험관광지,소요산관광지,41,경기도,41250,동두천시,4125010900,,4.12504E+11,경기도 동두천시 평화로2910번길 145(상봉암동),경기도 동두천시 상봉암동 산1-1 소요산관리사무소,"145 Pyeonghwa-ro 2910beon-gil, Dongducheon-si, Gyeonggi-do",4125010900,소요산관리사무소,4.12501E+24,031-860-2065,11307,,37.9465218,127.0693409,공공데이터,,,20230207,20230207
KCDCOPO22N000000086,관광지,체험관광지,탑산약수온천,47,경상북도,47730,의성군,4773038037,구산리,4.77305E+11,경상북도 의성군 봉양면 도리원2길 88-42,경상북도 의성군 봉양면 구산리 1635,"88-42 Doriwon 2-gil, Bongyang-myeon, Uiseong-gun, Gyeongsangbuk-do",4773038037,,4.77304E+24,054-830-6097,37361,,36.303962,128.5892642,공공데이터,,,20230207,20230207
KCDCOPO22N000000087,관광지,체험관광지,진하해수욕장,31,울산광역시,31710,울주군,3171031027,서생리,3.17104E+11,울산광역시 울주군 서생면 진하길 7,울산광역시 울주군 서생면 서생리 387,"7 Jinha-gil, Seosaeng-myeon, Ulju-gun, Ulsan",3171031027,,3.17103E+24,052-204-0353,45013,,35.3855388,129.3415755,공공데이터,,,20230207,20230207
KCDCOPO22N000000088,관광지,체험관광지,영남알프스 복합웰컴센터,31,울산광역시,31710,울주군,3171038034,등억알프스리,3.17105E+11,울산광역시 울주군 상북면 알프스온천5길 103-8,울산광역시 울주군 상북면 등억알프스리 517 산악문화센터,"103-8 Alpeuseuoncheon 5-gil, Sangbuk-myeon, Ulju-gun, Ulsan",3171038034,산악문화센터,3.17104E+24,052-204-2931,44952,,35.5564542,129.0679842,공공데이터,,,20230207,20230207
KCDCOPO22N000000089,관광지,체험관광지,외고산옹기마을,31,울산광역시,31710,울주군,3171025630,고산리,3.17104E+11,울산광역시 울주군 온양읍 외고산3길 36,울산광역시 울주군 온양읍 고산리 501-18 울산옹기박물관,"36 Oegosan 3-gil, Onyang-eup, Ulju-gun, Ulsan",3171025630,울산옹기박물관,3.17103E+24,052-204-0334,44970,,35.435094,129.2795067,공공데이터,,,20230207,20230207
KCDCOPO22N000000090,관광지,체험관광지,울주 대곡리 반구대 암각화,31,울산광역시,31710,울주군,3171025328,대곡리,3.17104E+11,울산광역시 울주군 언양읍 반구대안길 285,울산광역시 울주군 언양읍 대곡리 888-1,"285 Bangudaean-gil, Eonyang-eup, Ulju-gun, Ulsan",3171025328,,3.17103E+24,052-204-0323,44913,,35.6086309,129.172957,공공데이터,,,20230207,20230207
KCDCOPO22N000000091,관광지,체험관광지,작괘천,31,울산광역시,31710,울주군,3171038034,등억알프스리,3.17103E+11,울산광역시 울주군 상북면 자수정로 320,울산광역시 울주군 상북면 등억알프스리 17,"320 Jasujeong-ro, Sangbuk-myeon, Ulju-gun, Ulsan",3171038034,,3.17104E+24,052-204-2343,44952,,35.5516245,129.0953395,공공데이터,,,20230207,20230207
KCDCOPO22N000000092,관광지,체험관광지,대운산 내원암 계곡,31,울산광역시,31710,울주군,3171025629,운화리,3.17104E+11,울산광역시 울주군 온양읍 대운상대길 382,울산광역시 울주군 온양읍 운화리 1312,"382 Daeunsangdae-gil, Onyang-eup, Ulju-gun, Ulsan",3171025629,,3.17103E+24,052-204-2343,44972,,35.3991342,129.2309807,공공데이터,,,20230207,20230207
KCDCOPO22N000000093,관광지,체험관광지,간절곶 공원,31,울산광역시,31710,울주군,3171031025,대송리,3.17104E+11,울산광역시 울주군 서생면 간절곶해안길 205,울산광역시 울주군 서생면 대송리 2 울주군특산물판매장,"205 Ganjeolgothaean-gil, Seosaeng-myeon, Ulju-gun, Ulsan",3171031025,울주군특산물판매장,3.17103E+24,052-204-1754,45015,,35.3625312,129.3591079,공공데이터,,,20230207,20230207
KCDCOPO22N000000094,관광지,체험관광지,오전약수관광지,47,경상북도,47920,봉화군,4792031024,오전리,4.79203E+11,경상북도 봉화군 물야면 문수로 1541,경상북도 봉화군 물야면 오전리 95-31 오전약수관광지안내소,"1541 Munsu-ro, Murya-myeon, Bonghwa-gun, Gyeongsangbuk-do",4792031024,오전약수관광지안내소,4.79203E+24,054-679-6353,36200,,37.0120953,128.7457209,공공데이터,,,20230207,20230207
KCDCOPO22N000000095,관광지,체험관광지,다덕약수관광지,47,경상북도,47920,봉화군,4792032027,우곡리,4.79203E+11,경상북도 봉화군 봉성면 다덕로 873,경상북도 봉화군 봉성면 우곡리 505-5,"873 Dadeok-ro, Bongseong-myeon, Bonghwa-gun, Gyeongsangbuk-do",4792032027,,4.79203E+24,054-679-6353,36226,,36.9141215,128.8273232,공공데이터,,,20230207,20230207
KCDCOPO22N000000096,관광지,체험관광지,두타연,42,강원도,42800,양구군,4280033027,고방산리,4.28003E+11,강원도 양구군 방산면 두타연로 297,강원도 양구군 방산면 고방산리 1019,"297 Dutayeon-ro, Bangsan-myeon, Yanggu-gun, Gangwon-do",4280033027,,4.28003E+24,033-480-7266,24501,,38.246783,127.9816923,공공데이터,,,20230207,20230207
KCDCOPO22N000000097,관광지,체험관광지,국토정중앙천문대,42,강원도,42800,양구군,4280031529,도촌리,4.28003E+11,강원도 양구군 국토정중앙면 국토정중앙로 127,강원도 양구군 국토정중앙면 도촌리 96-5 국토정중앙 천문대,"127 Guktojeongjungang-ro, Guktojeongjungang-myeon, Yanggu-gun, Gangwon-do",4280031529,국토정중앙 천문대,4.28003E+24,033-480-7255,24556,,38.0689384,128.0296768,공공데이터,,,20230207,20230207
KCDCOPO22N000000098,관광지,체험관광지,을지전망대,42,강원도,42800,양구군,4280034026,후리,4.28003E+11,강원도 양구군 해안면 전망대로 540,강원도 양구군 해안면 후리 산1,"540 Jeonmangdae-ro, Haean-myeon, Yanggu-gun, Gangwon-do",4280034026,,4.28003E+24,033-480-7251,24562,,38.3245292,128.1356817,공공데이터,,,20230207,20230207
KCDCOPO22N000000099,관광지,체험관광지,제4땅굴,42,강원도,42800,양구군,4280034025,이현리,4.28003E+11,강원도 양구군 해안면 땅굴로 454,강원도 양구군 해안면 이현리 743 제4땅굴,"454 Ttanggul-ro, Haean-myeon, Yanggu-gun, Gangwon-do",4280034025,제4땅굴,4.28003E+24,033-480-7251,24561,,38.3196369,128.1107257,공공데이터,,,20230207,20230207
KCDCOPO22N000000100,관광지,체험관광지,양구 DMZ 조이나믹 체험장,42,강원도,42800,양구군,4280034026,후리,4.28003E+11,강원도 양구군 해안면 해안서화로 47-6,강원도 양구군 해안면 후리 642,"47-6 Haeanseohwa-ro, Haean-myeon, Yanggu-gun, Gangwon-do",4280034026,,4.28003E+24,033-480-7253,24562,,38.2890049,128.1464817,공공데이터,,,20230207,20230207
KCDCOPO22N000000101,관광지,체험관광지,양구 통일관,42,강원도,42800,양구군,4280034026,후리,4.28003E+11,강원도 양구군 해안면 해안서화로 35,강원도 양구군 해안면 후리 622,"35 Haeanseohwa-ro, Haean-myeon, Yanggu-gun, Gangwon-do",4280034026,,4.28003E+24,033-480-7251,24562,,38.2900609,128.1455851,공공데이터,,,20230207,20230207
KCDCOPO22N000000102,관광지,체험관광지,양구수목원,42,강원도,42800,양구군,4280032023,원당리,4.28004E+11,강원도 양구군 동면 숨골로310번길 131,강원도 양구군 동면 원당리 185,"131 Sumgol-ro 310beon-gil, Dong-myeon, Yanggu-gun, Gangwon-do",4280032023,,4.28003E+24,033-480-7391,24511,,38.1920423,128.0762778,공공데이터,,,20230207,20230207
KCDCOPO22N000000103,관광지,체험관광지,오-월드,30,대전광역시,30140,중구,3014011800,,3.01403E+11,대전광역시 중구 사정공원로 70(사정동),대전광역시 중구 사정동 142 대전동물원,"70 Sajeonggongwon-ro, Jung-gu, Daejeon",3014011800,대전동물원,3.01401E+24,042-580-4820,35073,,36.2874992,127.3985039,공공데이터,,,20230207,20230207
KCDCOPO22N000000104,관광지,체험관광지,뿌리공원,30,대전광역시,30140,중구,3014012200,,3.01403E+11,대전광역시 중구 뿌리공원로 79(침산동),대전광역시 중구 침산동 364 뿌리공원,"79 Ppurigongwon-ro, Jung-gu, Daejeon",3014012200,뿌리공원,3.01401E+24,042-288-8301,35085,,36.2853804,127.3883,공공데이터,,,20230207,20230207
KCDCOPO22N000000105,관광지,체험관광지,아쿠아리움,30,대전광역시,30140,중구,3014011000,,3.01403E+11,대전광역시 중구 보문산공원로 469(대사동),대전광역시 중구 대사동 198-14,"469 Bomunsangongwon-ro, Jung-gu, Daejeon",3014011000,,3.01401E+24,042-226-2100,35052,,36.3100574,127.4209439,공공데이터,,,20230207,20230207
KCDCOPO22N000000106,관광지,체험관광지,청도박물관,47,경상북도,47820,청도군,4782034050,양원리,4.78203E+11,경상북도 청도군 이서면 이서로 567,경상북도 청도군 이서면 양원리 129-5,"567 Iseo-ro, Iseo-myeon, Cheongdo-gun, Gyeongsangbuk-do",4782034050,,4.78203E+24,054-370-2282,38318,,35.6942561,128.6865383,공공데이터,,,20230207,20230207
KCDCOPO22N000000107,관광지,체험관광지,한국코미디타운,47,경상북도,47820,청도군,4782034050,양원리,4.78203E+11,경상북도 청도군 이서면 이서로 565,경상북도 청도군 이서면 양원리 91-3 한국코미디타운,"565 Iseo-ro, Iseo-myeon, Cheongdo-gun, Gyeongsangbuk-do",4782034050,한국코미디타운,4.78203E+24,054-372-8700,38318,,35.6935893,128.6863109,공공데이터,,,20230207,20230207
